time,gFx,gFy,gFz,TgF
2.394730616,-0.9900,0.0804,0.2298,1.019
2.396316847,-0.9856,0.0765,0.2282,1.015
2.403052077,-0.9863,0.0799,0.2298,1.016
2.404534616,-0.9886,0.0795,0.2331,1.019
2.413474462,-0.9837,0.0790,0.2328,1.014
2.415200462,-0.9832,0.0807,0.2286,1.013
2.425319924,-0.9881,0.0778,0.2259,1.017
2.427123231,-0.9842,0.0795,0.2235,1.012
2.434043539,-0.9856,0.0743,0.2276,1.014
2.435273924,-0.9900,0.0765,0.2273,1.019
2.445751693,-0.9907,0.0758,0.2313,1.020
2.447665539,-0.9923,0.0773,0.2289,1.021
2.456397001,-0.9895,0.0785,0.2298,1.019
2.458347693,-0.9863,0.0763,0.2335,1.016
2.464448693,-0.9837,0.0809,0.2279,1.013
2.465703001,-0.9795,0.0734,0.2354,1.010
2.474935462,-0.9827,0.0760,0.2322,1.013
2.47658677,-0.9839,0.0799,0.2266,1.013
2.485645231,-0.9810,0.0790,0.2233,1.009
2.486870077,-0.9819,0.0790,0.2254,1.011
2.495178308,-0.9832,0.0809,0.2269,1.012
2.496360385,-0.9832,0.0821,0.2284,1.013
2.511108385,-0.9876,0.0804,0.2313,1.017
2.512969462,-0.9832,0.0765,0.2320,1.013
2.515351308,-0.9812,0.0773,0.2286,1.010
2.51653777,-0.9837,0.0755,0.2347,1.014
2.526249001,-0.9798,0.0780,0.2320,1.010
2.527946847,-0.9870,0.0765,0.2303,1.016
2.536641539,-0.9903,0.0797,0.2315,1.020
2.538314308,-0.9891,0.0783,0.2342,1.019
2.545921924,-0.9863,0.0753,0.2264,1.015
2.547978462,-0.9837,0.0748,0.2310,1.013
2.557340462,-0.9891,0.0790,0.2273,1.018
2.558973693,-0.9905,0.0763,0.2357,1.021
2.566904462,-0.9870,0.0832,0.2279,1.016
2.567995924,-0.9866,0.0778,0.2261,1.015
2.576453154,-0.9859,0.0783,0.2220,1.014
2.578506077,-0.9961,0.0765,0.2269,1.025
2.586706693,-0.9891,0.0797,0.2296,1.019
2.58801077,-0.9859,0.0807,0.2296,1.016
2.596915693,-0.9874,0.0829,0.2318,1.018
2.598604308,-0.9888,0.0799,0.2345,1.019
2.607601616,-0.9827,0.0814,0.2322,1.013
2.609021154,-0.9851,0.0836,0.2371,1.017
2.617691308,-0.9835,0.0841,0.2328,1.014
2.618889154,-0.9861,0.0790,0.2371,1.017
2.627882154,-0.9874,0.0797,0.2379,1.019
2.629175154,-0.9879,0.0797,0.2379,1.019
2.644796847,-0.9847,0.0802,0.2322,1.015
2.646810847,-0.9839,0.0809,0.2359,1.015
2.650784693,-0.9812,0.0792,0.2366,1.012
2.652093924,-0.9832,0.0816,0.2391,1.015
2.660362693,-0.9814,0.0814,0.2411,1.014
2.661969847,-0.9830,0.0787,0.2394,1.015
2.668324154,-0.9849,0.0797,0.2308,1.015
2.66965977,-0.9810,0.0807,0.2322,1.011
2.67881877,-0.9805,0.0799,0.2289,1.010
2.680408231,-0.9839,0.0790,0.2291,1.013
2.691859308,-0.9749,0.0787,0.2374,1.006
2.693638001,-0.9798,0.0823,0.2310,1.010
2.699229539,-0.9779,0.0814,0.2371,1.009
2.700301385,-0.9817,0.0809,0.2396,1.014
2.710389924,-0.9798,0.0790,0.2377,1.011
